NA 47.5 111.3 98.3 36.4 140.4 89.7 33.5 95.5 108.1
9.4 1 0 216.1 34 18.5 197.6 104.5 128 72.2
18.2 56.3 20.4 14 0 229.9 21 45 19.8 17
38.4 19.7 0 30.3 0.2 5.8 68.6 131.8 56.5 16.3
17.5 87 28.7 35.5 16.4 33 0.6 0 0 0
1.7 139.6 58.7 30.9 17.1 32.8 2.8 46.3 0.4 0
0 82.1 83.9 82.8 28.5 41.1 23.4 31.5 31.7 5.9
7.4 38.9 0.9 143.3 121.7 359 15.7 68.7 18.7 1.3
38.8 35.6 6.9 0 35.2 65.7 55.4 63.2 21.6 113.5
16.6 30.8 40.3 55.3 22.2 13.8 21.6 111.6 13 83.6
57 98.3 13.1 0 33.5 56.4 13.3 46.6 25.9 171.5
20.5 37.5 40.1 39.9 25 6.2 5.7 36.8 16.3 0
1.7 82.3 40.3 41.2 86.4 49 28.7 13.3 0 NA
3.5 0 NA 49.2 72.7 23.6 140.7 82.3 NA 0
30.2 62.5 3.2 0 0.9 86.9 26.1 157.6 68.4 19.3
77.8 27.7 52.6 10.3 0.9 28.3 0 143 26.3 14.5
13.4 87 98.4 48.7 14.4 7.7 1.3 44.8 28.6 0
12.1 35.8 89.1 92.1 45.4 5.1 14.4 56.1 17 17.5
0.5 27.2 20.2 16.2 7.8 22.9 72.3 12.6 16.7 233.5
3.3 19.2 51.7 59.4 6 9 NA 86.2 14.1 29.5
37.3 53.8 11.3 5.5 19.2 68.1 80.3 70.3 100 38.9
22.8 0 2 65.8 24.4 11.7 39.7 206.6 91.6 50.1
18.2 39.9 88.2 0.4 0 23.1 9.8 10.1 0.8 142.8
5.8 134.9 31.3 25.7 58 11.8 6.9 35.8 0 44.5
0 40.7 20.8 51.7 3.2 229.6 32.5 7.5 39.1 12.6
5.7 4.7 13.7 0 32.5 100 159.9 116 64.8 6.1
116 20.7 25.7 0 24.5 0 22.5 55.6 70.4 39.3
56.8 3.2 76.7 242.7 4.6 49.8 11.9 282.7 44.2 69.2
38.8 73.5 30.3 23.8 46.9 42.5 3.1 44.4 0 91.2
135.2 335.8 8.6 62 NA 19 42.7 21.5 20.8 19.6
10.6 24.2 68.4 65.4 19.7 15.2 18.5 15.2 102 28.3
7.4 0 5.7 19.5 9.5 152.2 41.8 41.6 16.7 33
64.4 30.3 2.4 4 37 0 NA NA 93 57.4
83.2 0 0 65.4 14.8 21.5 17.6 189.3 125.6 29.3
26 38.9 29.2 53.3 9.5 26.2 1.9 4.2 2.1 47
31.4 146.9 86.4 9.8 7.3 31.1 23.5 81.5 45.9 21.3
7.9 0 117.8 143.1 176.2 40.6 34.1 3.3 12.5 22.6
1.3 5.2 0.8 158.9 25.3 70.9 66.1 107 38.4 47.7
64.7 7 0.5 19.8 2.5 201.9 23.1 37.5 31.5 8
90.5 15.8 49.4 119.2 28.5 4.4 17.7 130 51 232
38.9 65 15.2 76 60.5 181.9 2.5 0 79.8 64.5
12.9 98 16.4 24.8 17.4 17.6 42 24.2 23.3 8
0 78.1 38.5 35.6 49.8 18.2 57.3 2.5 70.3 NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA
17.4 9.9 17.2 71.9 6.4 52.1 46.6 127.1 21.3 15.3
11.9 63.6 6.4 71.4 0 127.4 91.9 4 105.8 116.9
113.7 75.1 62.4 96.9 30.1 24.9 0 196.2 15.6 40.8
13.1 31.6 39 3.6 28.4 12.7 33.4 4.2 38.8 110.7
12.1 72.8 31.9 11.6 12.5 29.7 39.3 31.9 45.7 4.3
0 73 18 35.3 49 58.3 92.6 30 17.3 65.8
39.6 21.3 0.2 107.5 38.9 126.4 23.6 32.8 16.4 32.3
24.7 52 0.6 2 34.2 53.2 89.7 103.2 23 153.3
87.1 19.6 0 50.4 0 77.5 0 0 28 103.6
15.1 126.5 56.5 16 40.2 131.8 8.1 3.1 2.1 183.4
34.9 193.5 30.2 28.7 11.2 94.7 121.3 100.6 3.3 3.3
102.2 117.3 9.3 150.6 27.9 9.9 27.8 12.1 29.5 87.8
3.8 8.5 0 145.3 92.8 29.6 97 132 6.9 43.4
48.3 87 19.9 13.3 15.1 0 9.5 58.8 87.7 127.4
8 26.8 43.6 76.4 40.9 4.3 4.8 107.8 93 31.2
88.7 43.9 60.5 53.1 14.9 52.6 1.8 1.8 1.6 0
26.1 113.8 157.3 24.9 44 4.9 62.7 137.4 3.4 1.5
6.9 0 277.4 56.9 54.2 170.6 117.7 17 68.6 164.5
7.3 0.8 0 222.9 15.4 30 99.7 95.7 76.4 52.3
69.4 35.7 14 18.5 0 169.2 11.1 27.7 7.4 37.4
58.6 44.4 20.2 14.8 0.1 5.4 34.9 31.2 53.2 72.5
75 138.3 51.1 56.3 30.2 13.2 0.8 0.9 2.3 0
11.3 258 166.5 12 33.8 39.2 4.9 24.6 0.4 0
0 22.8 NA 155.3 66.3 35.4 0.9 91.7 68 7.4
16.4 81.9 0 8.6 187.9 670.5 16.7 85.7 40.2 8.8
57.6 45.2 8.5 0 0 5.5 71.2 113.7 113.2 71
10.6 50.8 69.3 42.8 10.1 15 38.9 28.4 7.6 58.6
123 167.1 24.9 0 8.2 39.2 9.5 15.1 183.1 42.6
15.1 111.8 65 52.6 22.4 9.9 11.3 60.4 23.5 0
21.2 41.5 15.4 62.7 167.8 40.6 20.5 44.1 7.4 6.5
5.9 0 72.6 10.7 88.1 9 169.5 93.2 68.3 1.7
28.1 85.6 7.5 0 0 14.7 10.4 361.8 197.9 21.8
150.3 30.1 180.9 1.8 0.4 22.4 0 32 82.6 106.3
18.4 58.3 101.7 75.7 26.5 2.7 15.4 6.2 181.3 0
0 55.4 116.1 175.5 59.4 15.8 18.3 147.7 29.5 13.3
0 0 132.6 6.4 23.5 37.2 91.3 14.8 41.8 277.8
1.4 5.6 62.1 21.8 23.2 46.7 68 54.7 50.6 30.9
62.1 33.2 37.8 8.8 12.6 22.6 126.5 221.1 153.1 121.5
14.7 2.2 3.8 56.5 54.6 25.6 12.6 61.5 86.9 23
83.8 NA 136 0 0 10 6 15.8 18 46.2
0 315.6 82.4 8.1 60.4 29.1 21.7 47.1 0.1 57.2
0 9.9 17.4 115.6 13.7 288.6 37.6 7.6 59.8 8.9
5 0.4 4.3 4.4 30.1 111.7 187.7 79.4 52.8 10.8
73.4 2.7 31.3 0 0 0 22.2 113.2 199.8 31.7
77 11.4 91.3 225.1 14 6.4 0 51.1 19 175.3
106 54.1 35 55.4 83.7 10.5 1.7 36.1 1.7 8.9
211.2 467.1 96.5 98.4 56.2 6.9 42.4 29.8 21.6 17.1
94.3 0 45.8 75.6 80.4 19.3 48.9 37 60.8 31.6
4.8 4.9 10 18.1 18.5 275.8 76 28.1 11.2 23.5
64.5 46.9 10.7 1.6 0 2.5 146.3 152.1 207.6 69.3
77.2 0.2 10.7 65 31.4 8.9 8.3 47.2 67.8 53.2
84.8 58.4 33.4 85.8 3.6 27.4 NA 1.8 0 4.6
80.7 156.1 183.5 23.8 10.7 58.7 59.6 22.6 45 1.7
58 1.1 132.8 300.8 270.7 NA 56 4 1 22.5
0.3 21.1 0 70.4 37.8 67.3 108.6 118.4 40.4 68.4
50.1 1.8 1 15 12.8 41.1 86.5 19.7 93.3 0
104.6 25.4 52.2 130.2 31.1 4.6 11.8 37.2 44.2 290.9
46.3 57.1 14.7 85.5 46.1 150.5 1.8 0 24.6 15
27.1 199.4 20 27.2 20.3 43.8 46.4 9.1 15.3 10.2
0 8 48.7 56 89.8 54.3 58.4 7.6 67.6 0
24.9 0 0 0 42.5 186.5 165 122.3 0 18.6
20.2 0 1 0 0 26.1 3.4 21.9 61.9 97.3
74.8 22 50.3 102.1 2.9 2.5 12.1 27.8 22.5 36.2
47.6 100.3 7.4 19.7 18.9 55.5 17.3 6.4 0 39.3
3.1 9.9 93 152.5 1.8 24.6 0 31.1 2.9 15.5
0 24.4 10.2 0 164.1 198.3 54.4 8.6 128.9 34.9
3.3 14.7 24.8 20.8 41.2 218.8 4.9 16.9 23 44.2
59.8 25.1 22.1 0.9 55.3 40.4 11.7 142.9 166.2 115.3
0 39 10.5 75 17.3 0.1 0 0 29.8 134
93.2 27.5 7.2 131.2 212.3 77.9 0.7 0 0 32.7
29.8 219.9 68.3 11.4 36.4 13.5 34.9 20 47.9 3.4
127.9 0 35.9 309 38.3 43 90.4 20.8 23.5 90.2
33.4 3.1 11.8 12 0.2 111.8 125 87.4 28 11.2
12.7 29.4 2.1 31.4 21.6 69.2 16.1 0 110.5 162.4
101.4 73.9 86.6 55.6 28.2 19 0 41 39 113.8
55.5 50.2 38.3 6.8 40.2 5.9 41.5 2.2 62.1 15.9
14.3 133.7 79.9 8.3 7.8 56.5 105.2 20 26.9 23
0 19.9 11.1 86.1 144.3 41.7 60 47.8 63.6 32
20.6 10.2 0 30 45.5 299.8 40.4 52.6 37.1 58.1
33.8 25.1 1.6 0.3 126.9 14.7 65.4 200.3 28.2 219.7
69.2 24.4 13.5 42.7 0 38.3 32.8 11.5 39.4 88
17 228.7 78.1 24.6 72.3 NA 20.7 0 18.3 0
38.3 402.6 128.6 92.6 10.6 145 134.8 140 6.8 0
58.4 15.5 15.8 103.2 52.2 7.5 13.8 10.2 61.7 79.9
4.7 12.6 0 57.1 39.3 50.1 161 92.2 8.9 47.1
56.7 71.8 27.3 9.5 120.3 0.5 12.3 48.1 138.8 242.7
0 37.7 43.1 18 27.6 5.4 0 19.8 45.4 49.7
73.7 91.7 69 51.1 13.4 53.7 1.5 1.9 0 0
17.4 210.7 180.5 10.9 76.9 5.2 40.6 55.3 3 0.4
0 0 253.1 118.2 33.6 157.7 99.8 35.3 93.6 94.3
6.4 2.1 0 50.6 18.7 91.9 237.6 98.2 106.1 75.4
51.6 49.4 19.7 10.8 0 59.8 47.9 68.5 11.3 52.4
108.6 43.5 13.8 23.2 0 19.8 36.5 107.4 102.6 13.2
47.2 82.1 68.7 61.6 27.8 19.1 0.7 1.6 7.1 0
11.7 159.6 151.4 22.8 57.6 44.8 9.9 15.5 0.3 0
0 55.3 91.4 48.4 128.2 24 64.6 119.1 75.8 16.1
9.6 87 0 40.7 90.8 472.2 41.4 45.9 58.5 17.3
107.3 31.3 4.8 4.5 0 0 69.2 40.3 100.7 28.5
42.6 52.3 53.8 38.8 16.2 12.4 63 NA 16.1 26.6
112 180.4 23.7 2.7 30.9 58.5 49.7 46.6 43.4 177.9
30.6 44.7 108.4 47.2 48.7 18.4 17.3 NA 11.1 5.4
0 NA 19.2 82.6 228.6 31.2 68.8 50 5.7 13.9
14.4 0.3 39.4 27 58.5 9.1 442.4 56.5 110.7 2.5
27.9 72 11 3.5 18.3 42.4 0 238.7 110.9 20.5
122.5 65.9 78.4 9.1 0.8 42.3 0 83.1 62.1 31.4
41.2 41.5 154 84.8 19.1 6 9.1 2.7 113.2 0
4.7 31.3 132.4 33.5 131.8 8 30.7 36 NA 122.3
3.8 28.1 13.2 14 32.6 7 216.2 43.1 40.4 169
1.1 30.4 73.9 21.1 29.4 38.4 43.7 67.6 33.8 53.7
65.7 42.4 9.8 16.4 11.3 13.3 54.1 149.2 206 22.3
63.3 3.2 7.9 62.4 29.1 60.1 175.8 157.2 77.2 14.7
106 27.6 197.2 1.3 NA 14.1 4.7 8.8 0 145.8
0 147.2 81.2 12.8 159.9 19.8 9.7 64.3 0 41.1
0 0 47.6 43.2 14.5 145.9 62.8 14.6 66.1 14.7
5.9 1.5 44.3 0 22.8 134.7 224.5 57.8 148.6 15.4
125.8 15.7 31.5 2.3 0 0 9.1 106.1 219.6 27.1
133.4 6.7 36.1 131.6 4.5 31 0 100.6 8.5 78
114.4 64.3 68.3 54.7 46.9 23.6 2.3 12.5 19.5 74.2
149.1 307.6 44.8 26 148.7 12.4 45.4 NA 32.9 29.7
55.3 16.6 74.4 NA 28.7 6.4 25 39.6 73.3 34.9
4.7 5.8 60.8 47.1 0.4 69.2 97.6 35.7 64 20.8
83.1 16.4 4.8 0 28.8 6.8 64.5 141.7 174.6 46.2
143 8 25.9 64.4 16 43.9 0 151.7 51.2 21.1
79.5 47.5 35.8 58.7 9.6 55.7 4.3 NA 0 24.4
24.6 94.8 113.2 3.3 10.2 77.7 52.1 30.3 20 26.5
0.2 29.4 157.5 129.5 285.9 49.4 49 13.4 24.1 47.9
